symbol	hgnc_id	expected_all	observed_all	dne_all_p	info_all	mutation_category	events_n	dist	probability	dnn_p	expected_mis	observed_mis	dne_mis_p	info_mis	com_p	min_p
ADAMTS6	222	0.636910839844284	1.06230176285616	0.175250027800027	955592750|probability of observing >= 22 mutations is too small	missense	5	1266.2	0.974000025999974	0.974000025999974	0.41137067245861	1.06230176285616	0.038457972827195	955592750|probability of observing >= 22 mutations is too small	0.160490329575756	0.160490329575756
ADAMTS7	223	0.991180459967607	0.12775573228987	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.704829441862886	0.12775573228987	1	0|observed < expected, pvalue set at 1	NA	1
ADAMTS8	224	0.565614058458455	1.09207255462532	0.113227440121609	1040811662|probability of observing >= 24 mutations is too small	missense	3	181.5	0.0662149337850662	0.0662149337850662	0.42426103029309	0.484861021080523	0.370716310223325	1040811662|probability of observing >= 24 mutations is too small	0.11554663140561	0.113227440121609
ADAMTS9	13202	1.18101765907487	0.905917520589242	1	0|observed < expected, pvalue set at 1	missense	5	1652.7	0.68021431978568	0.68021431978568	0.753975173806357	0.904917520589242	0.325134296585469	1163368517|probability of observing >= 31 mutations is too small	0.554862952019283	0.554862952019283
ADAMTSL1	14632	1.03267063639209	2.12429776584035	0.0462660871740298	1163220344|probability of observing >= 31 mutations is too small	missense	8	1447.6	0.81957818042182	0.81957818042182	0.706643921714369	1.7239208249787	0.0151779224917416	1163220344|probability of observing >= 31 mutations is too small	0.0670100477854878	0.0462660871740298
ADAMTSL2	14631	0.684274865234496	0.58338523113211	1	0|observed < expected, pvalue set at 1	missense	3	411.5	0.184517815482184	0.184517815482184	0.482486397152604	0.58138523113211	0.335207997262048	1112888886|probability of observing >= 27 mutations is too small	0.233986362021951	0.233986362021951
ADAMTSL3	14633	0.86847393963515	0.520939917272209	1	0|observed < expected, pvalue set at 1	missense	4	1429.7	0.631574368425632	0.631574368425632	0.546450357431745	0.519939917272209	1	0|observed < expected, pvalue set at 1	0.92180778805017	0.92180778805017
ADAMTSL4	19706	0.656662272855412	0.959933917133165	0.225325054948812	1063850837|probability of observing >= 25 mutations is too small	missense	5	481.2	0.146110853889146	0.146110853889146	0.443930810798429	0.958933917133165	0.0618268443224555	1063850837|probability of observing >= 25 mutations is too small	0.0515528605016138	0.0515528605016138
ADAMTSL5	27912	0.321042589808173	0.309983507214167	1	0|observed < expected, pvalue set at 1	missense	2	541.0	0.611595388404612	0.611595388404612	0.215130420871488	0.309983507214167	0.270758152261375	787182659|probability of observing >= 19 mutations is too small	0.463368611295634	0.463368611295634
ADAP1	16486	0.282398637788094	0.790778608154557	0.0702332040195796	686499324|probability of observing >= 18 mutations is too small	missense	4	122.0	0.0872089127910872	0.0872089127910872	0.19338903652669	0.790778608154557	0.0166159529193879	686499324|probability of observing >= 18 mutations is too small	0.010921328371918	0.010921328371918
ADAP2	16487	0.17784466331429	0.376542821276651	0.148732418482337	496439221|probability of observing >= 16 mutations is too small	missense	3	240.7	0.334475665524334	0.334475665524334	0.0974408379813374	0.375542821276651	0.0251092351123155	496439221|probability of observing >= 16 mutations is too small	0.0485404850536133	0.0485404850536133
ADAR	225	0.667004601219997	1.1218823902491	0.160936089019832	1041212207|probability of observing >= 24 mutations is too small	missense	5	1058.0	0.659169340830659	0.659169340830659	0.479683316009289	1.1218823902491	0.0494394855488974	1041212207|probability of observing >= 24 mutations is too small	0.144166558141786	0.144166558141786
ADARB1	226	0.414704573522321	0.583105208748531	0.263184308963834	854979127|probability of observing >= 20 mutations is too small	missense	3	711.5,nan	0.644556355443645	0.644556355443645	0.328529478586839	0.583105208748531	0.164121011135815	854979127|probability of observing >= 20 mutations is too small	0.343415310322682	0.263184308963834
ADARB2	227	0.547817850943578	0.889469452786964	0.177795372118903	1084296895|probability of observing >= 26 mutations is too small	missense	3	1153.5	0.983969016030984	0.983969016030984	0.443252477465676	0.488092511925311	0.376278718686301	1084296895|probability of observing >= 26 mutations is too small	0.738118442163748	0.177795372118903
ADAT1	228	0.242804106063256	0.359120132300877	0.259424529542543	538636252|probability of observing >= 16 mutations is too small	missense	2	854.0	0.823919176080824	0.823919176080824	0.150157365058067	0.359120132300877	0.127155037863433	538636252|probability of observing >= 16 mutations is too small	0.341119631975341	0.259424529542543
ADAT3	25151	0.226579396889465	0.189784130344849	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.191098323939974	0.188784130344849	1	0|observed < expected, pvalue set at 1	NA	1
ADCK2	19039	0.316365119521413	0.365527301320152	0.34933014546939	794335289|probability of observing >= 19 mutations is too small	missense	2	1463.0	0.942627057372943	0.942627057372943	0.224695224571813	0.365527301320152	0.229823687200786	794335289|probability of observing >= 19 mutations is too small	0.54799182287725	0.34933014546939
ADCK5	21738	0.336942047071101	0.567332392752229	0.188953054030456	874797189|probability of observing >= 21 mutations is too small	missense	4	253.6	0.192535807464193	0.192535807464193	0.254582534642178	0.566332392752229	0.0895452587054935	874797189|probability of observing >= 21 mutations is too small	0.0872461319729328	0.0872461319729328
ADCY1	232	1.7361214173766	1.96206191117286	0.375961058134966	1112290851|probability of observing >= 27 mutations is too small	missense	3	864.7	0.481117518882481	0.481117518882481	1.43293141509082	1.16648957113968	1	0|observed < expected, pvalue set at 1	0.833124128575386	0.375961058134966
ADCY10	21285	0.646808932319655	0.86536051246263	0.277676063504253	1073230565|probability of observing >= 25 mutations is too small	missense	6	779.2	0.157677842322158	0.157677842322158	0.370332551131021	0.86236051246263	0.0532579226793508	1073230565|probability of observing >= 25 mutations is too small	0.0485364997355099	0.0485364997355099
ADCY2	233	1.35140854113507	3.01038270120706	0.0525696357844254	1061853899|probability of observing >= 25 mutations is too small	missense	6	776.8	0.45962054037946	0.45962054037946	1.04948286991603	3.01038270120706	0.01740337091347	1061853899|probability of observing >= 25 mutations is too small	0.0466214243770897	0.0466214243770897
ADCY3	234	0.966516437013497	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.782157929935928	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADCY4	235	0.673751805568401	0.290778874405423	1	0|observed < expected, pvalue set at 1	missense	2	121.0,nan,nan	0.0783399216600784	0.0783399216600784	0.486043527880872	0.290778874405423	1	0|observed < expected, pvalue set at 1	0.277848039613242	0.277848039613242
ADCY5	236	1.15079800246998	3.48171794941692	0.00489729693577403	1154097226|probability of observing >= 30 mutations is too small	missense	12	118.9	1.11111104938272e-07	1.11111104938272e-07	0.94518768074717	3.0809202984644	0.00450439091274478	1154097226|probability of observing >= 30 mutations is too small	1.12186542976692e-08	1.12186542976692e-08
ADCY6	237	0.887178254044677	1.666537216557	0.107166052045286	1092192636|probability of observing >= 26 mutations is too small	missense	3	590.2	0.274272725727274	0.274272725727274	0.727442459941739	1.01852293944805	0.254012159387571	1092192636|probability of observing >= 26 mutations is too small	0.255266157605781	0.107166052045286
ADCY7	238	0.742347041920408	1.17523103975323	0.185414247104732	1093549141|probability of observing >= 26 mutations is too small	missense	4	316.8,nan	0.0758769241230759	0.0758769241230759	0.584421832370997	1.17123103975323	0.0979354038766422	1093549141|probability of observing >= 26 mutations is too small	0.0438586491561207	0.0438586491561207
ADCY8	239	0.815084256322007	2.72440849801542	0.0041294453372116	1090236137|probability of observing >= 26 mutations is too small	missense	6	939.0	0.55034144965855	0.55034144965855	0.590003568069917	2.07739422090647	0.00401975457640939	1090236137|probability of observing >= 26 mutations is too small	0.0157373067286626	0.0041294453372116
ADCY9	240	0.846775219764293	0.723303274030425	1	0|observed < expected, pvalue set at 1	missense	4	990.9	0.483663516336484	0.483663516336484	0.664893862969937	0.723303274030425	0.386615507019819	1142897855|probability of observing >= 29 mutations is too small	0.500519203284122	0.500519203284122
ADCYAP1	241	0.130696290975873	0.770130659569074	0.0108400657256251	388574396|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.10305487623474	0.123116382460118	0.314310916758401	388574396|probability of observing >= 14 mutations is too small	NA	0.0108400657256251
ADD1	243	0.460610615645063	0.718342287708083	0.221667785440069	875247431|probability of observing >= 21 mutations is too small	missense	3	392.4	0.280638719361281	0.280638719361281	0.335967734410038	0.516943462231823	0.24685644430422	875247431|probability of observing >= 21 mutations is too small	0.254223082682611	0.221667785440069
ADD2	244	0.498249584390783	0.127135547989995	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.331307455852735	0.126135547989995	1	0|observed < expected, pvalue set at 1	NA	1
ADD3	245	0.368424075167223	0.102146764623724	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.237819974511258	0.101146764623724	1	0|observed < expected, pvalue set at 1	NA	1
ADGB	21212	0.714424583381635	0.394335986800278	1	0|observed < expected, pvalue set at 1	missense	4	200.9	0.00634199365800634	0.00634199365800634	0.384890479648646	0.392335986800278	0.443209741807092	1092515331|probability of observing >= 26 mutations is too small	0.0193224395132658	0.0193224395132658
ADGRA1	13838	0.61577684283281	0.003	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.431717316437419	0	1	0|observed < expected, pvalue set at 1	NA	1
ADGRA2	17849	0.799517659597305	1.28675349328889	0.145895569027483	1154094843|probability of observing >= 30 mutations is too small	missense	6	993.3	0.502950497049503	0.502950497049503	0.608545937010857	1.28375349328889	0.0389325787287298	1154094843|probability of observing >= 30 mutations is too small	0.0965975310837075	0.0965975310837075
ADGRA3	13839	0.708234011908835	1.1524076643059	0.167076238082066	1089138967|probability of observing >= 26 mutations is too small	missense	6	923.5,nan	0.431908568091432	0.431908568091432	0.473679236755279	1.1524076643059	0.0284373896072961	1089138967|probability of observing >= 26 mutations is too small	0.066319688672447	0.066319688672447
ADGRB1	943	1.93658361150036	5.08530288614364	0.00362982611885652	1183614356|probability of observing >= 34 mutations is too small	missense	5	911.0,nan	0.263478736521263	0.263478736521263	1.49824587462039	1.45248723519285	1	0|observed < expected, pvalue set at 1	0.614902093548499	0.00362982611885652
ADGRB2	944	1.02605181697999	0.133796801633747	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.770799169029964	0.131796801633747	1	0|observed < expected, pvalue set at 1	NA	1
ADGRB3	945	1.4313094659076	1.04836070663387	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.911815420669477	0.148344249607281	1	0|observed < expected, pvalue set at 1	NA	1
ADGRD1	19893	0.434597404185364	0.452046058977771	0.393222581837986	1009783542|probability of observing >= 23 mutations is too small	missense	2	110.0	0.081038918961081	0.081038918961081	0.296406766304891	0.451046058977771	0.220857780854187	1009783542|probability of observing >= 23 mutations is too small	0.089903145679593	0.089903145679593
ADGRD2	18651	0.512819362205761	0.120743585405478	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.366188113851804	0.120743585405478	1	0|observed < expected, pvalue set at 1	NA	1
ADGRE1	3336	0.321499030860818	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.194359467325446	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADGRE2	3337	0.327419299466148	0.198167993400139	1	0|observed < expected, pvalue set at 1	missense	2	558.0	0.398416601583398	0.398416601583398	0.21405929664407	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.765062301374052	0.765062301374052
ADGRE3	23647	0.219331318622711	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.12989066672615	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADGRE5	1711	0.408175053047491	0.845182270509095	0.106830232806508	988919219|probability of observing >= 23 mutations is too small	missense	2	383.0	0.281005718994281	0.281005718994281	0.294017476736337	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.637708830947828	0.106830232806508
ADGRF1	18990	0.300752581007369	0.111526521070679	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.194954671511524	0.111526521070679	1	0|observed < expected, pvalue set at 1	NA	1
ADGRF2	18991	0.234417802064528	0.509971159037118	0.134771937268457	626960864|probability of observing >= 17 mutations is too small	missense	3	613.4	0.568607431392569	0.568607431392569	0.150183234008298	0.509971159037118	0.0287985937512208	626960864|probability of observing >= 17 mutations is too small	0.0837093800281073	0.0837093800281073
ADGRF4	19011	0.251731488563052	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.160774906890105	0	1	0|observed < expected, pvalue set at 1	NA	1
ADGRF5	19030	0.450987974525838	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.295049034918461	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADGRG1	4512	0.30671069209216	0.511593835825642	0.201975767759343	807105608|probability of observing >= 20 mutations is too small	missense	4	249.5,nan,nan,nan,nan	0.10967689032311	0.10967689032311	0.195104463066891	0.510593835825642	0.0590021608734812	807105608|probability of observing >= 20 mutations is too small	0.0390884623820024	0.0390884623820024
ADGRG2	4516	0.228831518207197	0.123826415095001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.151420812363619	0.123826415095001	1	0|observed < expected, pvalue set at 1	NA	1
ADGRG3	13728	0.244144048290871	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.162207047709897	0	1	0|observed < expected, pvalue set at 1	NA	1
ADGRG4	18992	0.480222238555574	0.647014277108956	0.271904908474422	1063925916|probability of observing >= 25 mutations is too small	NA	NA	NA	NA	NA	0.302144578788541	0	1	0|observed < expected, pvalue set at 1	NA	0.271904908474422
ADGRG6	13841	0.537901724539555	0.763292623039172	0.258536915044063	939817925|probability of observing >= 22 mutations is too small	missense	4	795.0	0.373995626004374	0.373995626004374	0.342559590677977	0.760292623039172	0.0792954266563595	939817925|probability of observing >= 22 mutations is too small	0.133989003296783	0.133989003296783
ADGRG7	19241	0.262564280832094	0.746098273809026	0.0695748602510119	719857821|probability of observing >= 18 mutations is too small	NA	NA	NA	NA	NA	0.162593323541175	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.0695748602510119
ADGRL1	20973	1.76037761213051	2.94414650025959	0.113310110446148	1163775008|probability of observing >= 31 mutations is too small	missense	3	1201.7	0.516737483262517	0.516737483262517	1.31497563008545	1.22908514652036	1	0|observed < expected, pvalue set at 1	0.857898060904551	0.113310110446148
ADGRL2	18582	1.30114655600621	0.841076686613604	1	0|observed < expected, pvalue set at 1	missense	2	1355.0,nan	0.513673486326514	0.513673486326514	0.798414144362133	0.838076686613604	0.423111380564464	1062688210|probability of observing >= 25 mutations is too small	0.549066051098638	0.549066051098638
ADGRL3	20974	1.39663673312409	1.96645731795548	0.233645053003266	1094584190|probability of observing >= 26 mutations is too small	missense	4	850.8	0.255876744123256	0.255876744123256	0.939674078254495	1.96645731795548	0.0592987045007114	1094584190|probability of observing >= 26 mutations is too small	0.0787217990916774	0.0787217990916774
ADGRL4	20822	0.256713988633596	0.865019668598289	0.0411370333275762	594793926|probability of observing >= 17 mutations is too small	missense	2	1229.0	0.818303181696818	0.818303181696818	0.178854857891466	0.218005391489333	0.358807362833963	594793926|probability of observing >= 17 mutations is too small	0.653433842894398	0.0411370333275762
ADGRV1	17416	2.66152032125962	1.67748105949887	1	0|observed < expected, pvalue set at 1	missense	9	5582.1	0.937796062203938	0.937796062203938	1.71276165016423	1.67248105949887	1	0|observed < expected, pvalue set at 1	0.998023924240025	0.998023924240025
ADH1A	249	0.117911522434834	0.648014277108956	0.0174796370908967	343925731|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0876621704637389	0	1	0|observed < expected, pvalue set at 1	NA	0.0174796370908967
ADH1B	250	0.13526687949634	0.203937619576116	0.260121924349418	382396877|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.104047261599476	0.203937619576116	0.211123676777663	382396877|probability of observing >= 14 mutations is too small	NA	0.260121924349418
ADH1C	251	0.140420629466878	0.198598429095905	0.286702685988731	373265881|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.107215622331783	0.198598429095905	0.235325017368291	373265881|probability of observing >= 14 mutations is too small	NA	0.286702685988731
ADH4	252	0.143110385891543	0.186863110938912	0.320758381356719	358304248|probability of observing >= 14 mutations is too small	NA	NA	NA	NA	NA	0.0985300464440701	0	1	0|observed < expected, pvalue set at 1	NA	0.320758381356719
ADH7	256	0.15140171509273	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.109200110954115	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADHFE1	16354	0.250161563633201	0.981390315229127	0.0201967812766989	534489340|probability of observing >= 16 mutations is too small	missense	5	422.6	0.756925243074757	0.756925243074757	0.182175619456375	0.981390315229127	0.00288745837518936	534489340|probability of observing >= 16 mutations is too small	0.0155742298535552	0.0155742298535552
ADIG	28606	0.0726560374876144	0.0980839967000696	0.344374385608731	196476397|probability of observing >= 12 mutations is too small	NA	NA	NA	NA	NA	0.0395861286583342	0.0980839967000696	0.290750521747203	196476397|probability of observing >= 12 mutations is too small	NA	0.344374385608731
ADIPOR1	24040	0.20310668618044	0.175600022892638	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.153939443697639	0.174600022892638	0.39455033474603	408845778|probability of observing >= 15 mutations is too small	NA	1
ADIPOR2	24041	0.207644420974101	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.140128489356916	0	1	0|observed < expected, pvalue set at 1	NA	1
ADM2	28898	0.137978569931961	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.0920522763128359	0	1	0|observed < expected, pvalue set at 1	NA	1
ADNP	15766	0.436352981435287	44.0665921599235	1e-14	902568230|p value was 0, set at 10^-14	missense	4	129.9,nan,nan,nan	0.00581799418200582	0.00581799418200582	0.260359874784913	0.652197665050174	0.0506397722927635	902568230|probability of observing >= 21 mutations is too small	0.00268984424760561	1e-14
ADNP2	23803	0.365343718077073	1.60571185012116	0.0038980374798784	951051481|probability of observing >= 22 mutations is too small	missense	4	488.3	0.178371821628178	0.178371821628178	0.24338081833106	0.401305716459251	0.185561597988486	951051481|probability of observing >= 22 mutations is too small	0.145908604397643	0.0038980374798784
ADORA1	262	0.188315601086786	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.153334011815971	0	1	0|observed < expected, pvalue set at 1	NA	1
ADORA2A	263	0.216952277702078	0.26916744768223	0.326758374845138	574495666|probability of observing >= 17 mutations is too small	NA	NA	NA	NA	NA	0.161002562286139	0.26816744768223	0.255668734345756	574495666|probability of observing >= 17 mutations is too small	NA	0.326758374845138
ADORA3	268	0.212838304087168	0.384318288017349	0.186554282141091	579337307|probability of observing >= 17 mutations is too small	missense	2	669.0	0.87049812950187	0.87049812950187	0.144162964203153	0.384318288017349	0.0848127008108077	579337307|probability of observing >= 17 mutations is too small	0.266228420059997	0.186554282141091
ADPGK	25250	0.259479297482119	0.10782719900526	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.190460652485189	0.10682719900526	1	0|observed < expected, pvalue set at 1	NA	1
ADRA1A	277	0.331312715509827	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.243573398325491	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADRA1B	278	0.34740028787849	0.153725473805797	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.29524408554633	0.153725473805797	1	0|observed < expected, pvalue set at 1	NA	1
ADRA2C	283	0.724702155620967	0.669739636353274	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.639887158314497	0.668739636353274	0.429571921036702	964287564|probability of observing >= 22 mutations is too small	NA	1
ADRB1	285	0.339771651681027	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.288335743483018	0	1	0|observed < expected, pvalue set at 1	NA	1
ADRB3	288	0.287599469983102	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.240853539355976	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
ADRM1	15759	0.473637559726457	1.06418482329666	0.114142116478405	617151151|probability of observing >= 17 mutations is too small	missense	3	555.5	0.8996461003539	0.8996461003539	0.387730561233602	1.06418482329666	0.0659362175119518	617151151|probability of observing >= 17 mutations is too small	0.226885568084227	0.114142116478405
ADSL	291	0.347107295629126	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.246902973798227	0	1	0|observed < expected, pvalue set at 1	NA	1
ADSSL1	20093	0.335070164185878	0.569268501635608	0.198920785152567	774278078|probability of observing >= 19 mutations is too small	missense	2	nan,nan	NA	NA	0.247121501016022	0.370869676159348	0.264446275358482	774278078|probability of observing >= 19 mutations is too small	NA	0.198920785152567
AEBP1	303	0.766655792494516	0.843182270509095	0.385563416789036	1112464976|probability of observing >= 27 mutations is too small	missense	2	866.0	0.438335561664438	0.438335561664438	0.546147653341155	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.799861819299335	0.385563416789036
AEBP2	24051	0.707545530392734	0.474832324384411	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.602309867464218	0.276433498908151	1	0|observed < expected, pvalue set at 1	NA	1
AEN	25722	0.179049696194831	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.126197823871422	0	1	0|observed < expected, pvalue set at 1	NA	1
AES	307	0.203376359054371	0.29648282217633	0.24312021730324	426633717|probability of observing >= 15 mutations is too small	NA	NA	NA	NA	NA	0.154552431263998	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.24312021730324
AFAP1	24017	0.451122747158292	1.15925419007187	0.0490412662945165	936240478|probability of observing >= 22 mutations is too small	missense	3	244.9,nan	0.121826878173122	0.121826878173122	0.322256253086298	0.511239912962918	0.217503095104294	936240478|probability of observing >= 22 mutations is too small	0.1227029127232	0.0490412662945165
AFAP1L1	26714	0.48233431612763	0.253431197247992	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.3266261124596	0.252431197247992	1	0|observed < expected, pvalue set at 1	NA	1
AFAP1L2	25901	0.437819035632279	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.314973633885027	0	1	0|observed < expected, pvalue set at 1	NA	1
AFDN	7137	1.14489839501228	2.76333025735095	0.0137902415923132	1164069413|probability of observing >= 31 mutations is too small	missense	8	1062.2	0.222018777981222	0.222018777981222	0.760477427731153	1.43060742341842	0.0672231188744948	1164069413|probability of observing >= 31 mutations is too small	0.0776795472634842	0.0137902415923132
AFF1	7135	0.483081917049267	0.543541749612083	0.354602157487533	1029331997|probability of observing >= 24 mutations is too small	missense	3	1475.3	0.828885171114829	0.828885171114829	0.306266913432366	0.35418145007802	0.364036565189453	1029331997|probability of observing >= 24 mutations is too small	0.663287122259713	0.354602157487533
AFF2	3776	0.313907835292831	1.11670444194024	0.0225226435882543	704396785|probability of observing >= 18 mutations is too small	missense	3	1454.0	0.745701254298746	0.745701254298746	0.216658418650192	0.468690164831288	0.125304561452575	704396785|probability of observing >= 18 mutations is too small	0.31493296899172	0.0225226435882543
AFF3	6473	0.785999658031729	2.43987277848297	0.0081341292816691	1127031640|probability of observing >= 28 mutations is too small	missense	10	126.8,nan	1.999998000002e-06	1.999998000002e-06	0.567793747081215	2.43887277848297	0.00109607864299911	1127031640|probability of observing >= 28 mutations is too small	4.5900177943128e-08	4.5900177943128e-08
AFF4	17869	1.17534333920039	1.96454932901855	0.169412285037424	956707469|probability of observing >= 22 mutations is too small	missense	4	10.7	6.99999300000701e-06	6.99999300000701e-06	0.848363691665254	1.45506262744464	0.173213980244376	956707469|probability of observing >= 22 mutations is too small	1.77301311374582e-05	1.77301311374582e-05
AFG3L2	315	0.518304194410437	1.87182571379521	0.0098052623774676	840049097|probability of observing >= 20 mutations is too small	missense	6	358.8	0.112805887194113	0.112805887194113	0.343434541640111	1.87182571379521	0.000911287157749051	840049097|probability of observing >= 20 mutations is too small	0.00104677089412737	0.00104677089412737
AFM	316	0.179089223357801	0.196167993400139	0.36045059086226	524975446|probability of observing >= 16 mutations is too small	missense	2	733.0	0.665784334215666	0.665784334215666	0.103924205870118	0.196167993400139	0.244870697456483	524975446|probability of observing >= 16 mutations is too small	0.458739193673411	0.36045059086226
AFP	317	0.210282007540302	0.400517569268709	0.168251954095401	554577995|probability of observing >= 16 mutations is too small	NA	NA	NA	NA	NA	0.118942713774971	0.138100695757394	0.336212715921779	554577995|probability of observing >= 16 mutations is too small	NA	0.168251954095401
AGA	318	0.164414102788293	0.384318288017349	0.147563917308987	354564168|probability of observing >= 14 mutations is too small	missense	2	343.0	0.542220457779542	0.542220457779542	0.116326910206776	0.384318288017349	0.0700039283770286	354564168|probability of observing >= 14 mutations is too small	0.162127623686205	0.147563917308987
AGAP1	16922	0.908947091625797	0.928651772365449	0.430023775921512	1163994023|probability of observing >= 31 mutations is too small	missense	8	828.9,nan	0.633815366184634	0.633815366184634	0.675001962723422	0.926651772365449	0.237522810838496	1163994023|probability of observing >= 31 mutations is too small	0.435602089209998	0.430023775921512
AGAP2	16921	1.34514286015965	0.873319628268132	1	0|observed < expected, pvalue set at 1	missense	3	584.0,nan	0.41947558052442	0.41947558052442	1.10539266873546	0.871319628268132	1	0|observed < expected, pvalue set at 1	0.783894976707106	0.783894976707106
AGAP3	16923	1.07953142069527	2.26167595339745	0.0514988234745964	1162172672|probability of observing >= 31 mutations is too small	missense	7	698.3	0.631350368649631	0.631350368649631	0.897752882136102	2.26067595339745	0.0233492322139364	1162172672|probability of observing >= 31 mutations is too small	0.076907907619872	0.0514988234745964
AGBL1	26504	0.488306710641284	0.83224145848567	0.18369190487165	946091376|probability of observing >= 22 mutations is too small	missense	3	967.9	0.622073377926622	0.622073377926622	0.296228106347083	0.407214217206672	0.27486690326767	946091376|probability of observing >= 22 mutations is too small	0.472979401292099	0.18369190487165
AGBL2	26296	0.406971402612691	0.308375341638149	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.227693523302822	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
AGBL3	27981	0.491215649308107	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.285307971866433	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
AGBL4	25892	0.296608358273945	0.178559450293216	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.192012661295686	0.178559450293216	1	0|observed < expected, pvalue set at 1	NA	1
AGBL5	26147	0.602372978177516	1.74708175136836	0.0181836733564227	958217982|probability of observing >= 22 mutations is too small	missense	4	412.7	0.201443798556201	0.201443798556201	0.412385432227694	1.10006747425941	0.0287426372158859	958217982|probability of observing >= 22 mutations is too small	0.0356180311488518	0.0181836733564227
AGER	320	0.219786752337036	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	NA	NA	NA	NA	0.135393515477408	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
AGFG2	5177	0.250839833904844	0.556364208246675	0.128213836676838	623547429|probability of observing >= 17 mutations is too small	missense	3	275.3	0.318325681674318	0.318325681674318	0.203680937142968	0.556364208246675	0.0747400794015678	623547429|probability of observing >= 17 mutations is too small	0.112734981762085	0.112734981762085
AGK	21869	0.227541652833495	0.337113874802071	0.261053564660817	454876912|probability of observing >= 15 mutations is too small	missense	2	415.0	0.547591452408547	0.547591452408547	0.125170459632853	0.337113874802071	0.104302009012612	454876912|probability of observing >= 15 mutations is too small	0.220617134774694	0.220617134774694
