symbol	hgnc_id	expected_all	observed_all	dne_all_p	info_all	probability	mutation_category	dnn_p	expected_mis	observed_mis	dne_mis_p	info_mis	com_p	min_p
FOXRED1	26927	0.212160233355548	0.19939882547626	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.14479002786625	0	1	0|observed < expected, pvalue set at 1	NA	1
FOXRED2	26264	0.324756414098632	0.382337424944962	0.349100960076917	778818245|probability of observing >= 19 mutations is too small	0.901660098339902	missense	0.901660098339902	0.249295243019609	0.382337424944962	0.253122145409256	778818245|probability of observing >= 19 mutations is too small	0.565417523108173	0.349100960076917
FOXS1	3735	0.149285091249342	0.312482750141955	0.147629359866083	359695074|probability of observing >= 14 mutations is too small	0.252896747103253	missense	0.252896747103253	0.124718806646737	0.312482750141955	0.113338640419381	359695074|probability of observing >= 14 mutations is too small	0.130478129279472	0.130478129279472
FPGS	3824	0.276747715030795	0.384318288017349	0.281934419935487	688468682|probability of observing >= 18 mutations is too small	0.178717821282179	missense	0.178717821282179	0.201398064813053	0.384318288017349	0.17444086246737	688468682|probability of observing >= 18 mutations is too small	0.139296622767311	0.139296622767311
FPGT	3825	0.173871243274228	0.197567288347116	0.331824594848618	455550961|probability of observing >= 15 mutations is too small	NA	missense	NA	0.115361783208466	0.196567288347116	0.243148098995355	455550961|probability of observing >= 15 mutations is too small	NA	0.331824594848618
FPR2	3827	0.0939969207392618	0.22063688771074	0.139611898084678	267042459|probability of observing >= 13 mutations is too small	NA	missense	NA	0.068635024448104	0.22063688771074	0.0986122006751964	267042459|probability of observing >= 13 mutations is too small	NA	0.139611898084678
FPR3	3828	0.0765323550568323	0.196167993400139	0.140131909784979	274482417|probability of observing >= 13 mutations is too small	0.95953104046896	missense	0.95953104046896	0.0532501033902942	0.196167993400139	0.0976419938300612	274482417|probability of observing >= 13 mutations is too small	0.315527032752557	0.140131909784979
FRA10AC1	1162	0.13058401020874	0.330752554293771	0.139346540075179	236861424|probability of observing >= 12 mutations is too small	0.810815189184811	missense	0.810815189184811	0.0697273923206878	0.329752554293771	0.0387519426810953	236861424|probability of observing >= 12 mutations is too small	0.140145257228785	0.139346540075179
FRAS1	19185	1.32409281315893	0.847752146006706	1	0|observed < expected, pvalue set at 1	0.876384123615876	missense	0.876384123615876	0.873913958110942	0.845752146006706	1	0|observed < expected, pvalue set at 1	0.992023698335415	0.992023698335415
FREM1	23399	0.693222436150256	0.53255583528913	1	0|observed < expected, pvalue set at 1	0.166135833864166	missense	0.166135833864166	0.466346629364393	0.53055583528913	0.371574308668858	1093629475|probability of observing >= 26 mutations is too small	0.233652173173863	0.233652173173863
FREM2	25396	1.16392984309239	1.08671368918528	1	0|observed < expected, pvalue set at 1	0.880635119364881	missense	0.880635119364881	0.804951193723416	0.436699412076323	1	0|observed < expected, pvalue set at 1	0.992574327242286	0.992574327242286
FREM3	25172	0.582084539548026	0.875645718147583	0.207505955959473	1115807705|probability of observing >= 27 mutations is too small	0.954461045538955	missense	0.954461045538955	0.383323263933264	0.392335986800278	0.460559099664906	1115807705|probability of observing >= 27 mutations is too small	0.800891131829152	0.207505955959473
FRK	3955	0.262356008336139	0.268043501849157	0.33432876986297	423621048|probability of observing >= 15 mutations is too small	0.666851333148667	missense	0.666851333148667	0.178880280396114	0.268043501849157	0.226490269776352	423621048|probability of observing >= 15 mutations is too small	0.436528593906928	0.33432876986297
FRMD1	21240	0.199614909951977	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.127368176179909	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
FRMD3	24125	0.241344428080023	0.207099051912391	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.1604463412065	0.207099051912391	0.357083025177584	506811923|probability of observing >= 16 mutations is too small	NA	1
FRMD4A	25491	0.849252682456893	1.17014669096036	0.269250379142993	1040970658|probability of observing >= 24 mutations is too small	0.812857187142813	missense	0.812857187142813	0.668340087213172	1.16914669096036	0.170796622874408	1040970658|probability of observing >= 24 mutations is too small	0.412956986917738	0.269250379142993
FRMD4B	24886	0.469564431979284	0.541099699803512	0.361749218167608	853422480|probability of observing >= 20 mutations is too small	NA	missense	NA	0.293294624845667	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.361749218167608
FRMD5	28214	0.259893322557942	0.892695460640274	0.0405528168148153	522536732|probability of observing >= 16 mutations is too small	0.315098684901315	missense	0.315098684901315	0.178038882182498	0.892695460640274	0.00467100263468744	522536732|probability of observing >= 16 mutations is too small	0.0110699786038751	0.0110699786038751
FRMD6	19839	0.276369826187565	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.192760370637124	0	1	0|observed < expected, pvalue set at 1	NA	1
FRMD7	8079	0.119547573412255	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0772171802611763	0.0980839967000696	0.376773101369834	263005331|probability of observing >= 13 mutations is too small	NA	1
FRMD8	25462	0.260942488871293	0.002	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.190086183181828	0	1	0|observed < expected, pvalue set at 1	NA	1
FRMPD1	29159	0.578018186246569	0.229407052010532	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.388533431022147	0.229407052010532	1	0|observed < expected, pvalue set at 1	NA	1
FRMPD2	28572	0.438039625788867	0.310948984622333	1	0|observed < expected, pvalue set at 1	0.333737666262334	missense	0.333737666262334	0.29318718506448	0.309948984622333	0.357173287174556	905876001|probability of observing >= 21 mutations is too small	0.372737376177741	0.372737376177741
FRMPD3	29382	0.406617569800903	1.29402855421791	0.0320270966420889	831166029|probability of observing >= 20 mutations is too small	NA	missense	NA	0.267188720362561	0	1	0|observed < expected, pvalue set at 1	NA	0.0320270966420889
FRRS1	27622	0.199897673244154	0.279206730851295	0.264382810003135	455490698|probability of observing >= 15 mutations is too small	0.547410452589547	missense	0.547410452589547	0.12225456221181	0.279206730851295	0.149301240965939	455490698|probability of observing >= 15 mutations is too small	0.286406875514802	0.264382810003135
FRRS1L	1362	0.172216977848204	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.134861963185769	0	1	0|observed < expected, pvalue set at 1	NA	1
FRS2	16971	0.202588011413104	0.378498177536467	0.202779303281548	405873247|probability of observing >= 15 mutations is too small	0.798738201261799	missense	0.798738201261799	0.131418677740366	0.377498177536467	0.0974209997456905	405873247|probability of observing >= 15 mutations is too small	0.276506585220645	0.202779303281548
FRS3	16970	0.245499023168928	0.778160128644424	0.0515919817943215	555618917|probability of observing >= 16 mutations is too small	NA	missense	NA	0.172954564542158	0.131145851535468	1	0|observed < expected, pvalue set at 1	NA	0.0515919817943215
FRY	20367	1.51483290005786	0.974989791661068	1	0|observed < expected, pvalue set at 1	0.40989459010541	missense	0.40989459010541	1.03937875350905	0.54896255038207	1	0|observed < expected, pvalue set at 1	0.77546123209112	0.77546123209112
FRYL	29127	1.19186368766518	2.71629101250365	0.0203621478742344	1163675967|probability of observing >= 31 mutations is too small	0.353100646899353	missense	0.353100646899353	0.764950585488536	1.0512128321622	0.230018454751648	1163675967|probability of observing >= 31 mutations is too small	0.285129584302332	0.0203621478742344
FRZB	3959	0.156610636311589	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.120061461353998	0	1	0|observed < expected, pvalue set at 1	NA	1
FSBP	43653	0.0766737018283316	0.196167993400139	0.148942413013207	195723812|probability of observing >= 12 mutations is too small	0.81038618961381	missense	0.81038618961381	0.0495895032076294	0.196167993400139	0.0950434362432085	195723812|probability of observing >= 12 mutations is too small	0.274480255994289	0.148942413013207
FSCN2	3960	0.294967645374683	0.281983274522165	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.228646762816404	0.280983274522165	0.34777830037527	764714941|probability of observing >= 19 mutations is too small	NA	1
FSCN3	3961	0.204419245326476	0.196167993400139	1	0|observed < expected, pvalue set at 1	0.774287225712774	missense	0.774287225712774	0.117036566664029	0.196167993400139	0.269941060954129	467147039|probability of observing >= 15 mutations is too small	0.536191646599292	0.536191646599292
FSD1	13745	0.247357701621172	0.342623569548811	0.282923286481473	570216394|probability of observing >= 17 mutations is too small	0.953738046261954	missense	0.953738046261954	0.191073423936894	0.342623569548811	0.200965905311033	570216394|probability of observing >= 17 mutations is too small	0.508303099618447	0.282923286481473
FSD1L	13753	0.200767435621098	0.231325579322684	0.352123676118077	406410176|probability of observing >= 15 mutations is too small	NA	missense	NA	0.12312176013144	0.231325579322684	0.250623482103973	406410176|probability of observing >= 15 mutations is too small	NA	0.352123676118077
FSD2	18024	0.251765211845605	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.161950949005	0	1	0|observed < expected, pvalue set at 1	NA	1
FSHR	3969	0.182542267238457	1.14140943780733	0.00337258409872953	467357042|probability of observing >= 15 mutations is too small	0.10997589002411	missense	0.10997589002411	0.13300652206419	0.795704528831347	0.00233667936638438	467357042|probability of observing >= 15 mutations is too small	0.00238129504597862	0.00238129504597862
FSIP2	21675	1.48431587081709	0.879316394162632	1	0|observed < expected, pvalue set at 1	0.664920335079665	missense	0.664920335079665	0.814774269203034	0.678917568686372	1	0|observed < expected, pvalue set at 1	0.936266372957778	0.936266372957778
FSTL1	3972	0.136432399484564	0.102691496039596	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0920707791901261	0.102691496039596	0.335973115216105	270266781|probability of observing >= 13 mutations is too small	NA	1
FSTL3	3973	0.166733265579757	0.145505047621191	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.134965884394225	0.145505047621191	0.369659081345909	435804707|probability of observing >= 15 mutations is too small	NA	1
FTH1	3976	0.232868561518862	0.446365551305285	0.227490711794736	207649981|probability of observing >= 12 mutations is too small	NA	missense	NA	0.171218463727941	0.446365551305285	0.167445392480934	207649981|probability of observing >= 12 mutations is too small	NA	0.227490711794736
FTL	3999	0.0746151713631764	1.29402855421791	5.19952507453218e-05	175936680|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0601031252112249	0	1	0|observed < expected, pvalue set at 1	NA	5.19952507453218e-05
FTSJ1	13254	0.135201521235949	1.06436483154011	0.0104650499725272	164596209|probability of observing >= 11 mutations is too small	0.240802759197241	missense	0.240802759197241	0.0945141429091049	1.06436483154011	0.00141568078072388	164596209|probability of observing >= 11 mutations is too small	0.00306261750576882	0.00306261750576882
FTSJ3	17136	0.368394463921945	0.647014277108956	0.208251046501051	748131733|probability of observing >= 19 mutations is too small	NA	missense	NA	0.217998948401463	0	1	0|observed < expected, pvalue set at 1	NA	0.208251046501051
FUBP1	4004	0.51889756308002	0.303272278023709	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.356237830209388	0.303272278023709	1	0|observed < expected, pvalue set at 1	NA	1
FUBP3	4005	0.372387864404706	0.498460937561723	0.317781340369238	572635834|probability of observing >= 17 mutations is too small	NA	missense	NA	0.287137825830003	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.317781340369238
FUCA1	4006	0.203257588044152	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.143477966105989	0	1	0|observed < expected, pvalue set at 1	NA	1
FUCA2	4008	0.186833732703328	0.92416387943932	0.0178760318103815	412300905|probability of observing >= 15 mutations is too small	NA	missense	NA	0.125599839946412	0.277149602330364	0.204371170087453	412300905|probability of observing >= 15 mutations is too small	NA	0.0178760318103815
FUK	29500	0.486271651886775	0.223372917432384	1	0|observed < expected, pvalue set at 1	0.291108708891291	missense	0.291108708891291	0.336118776182833	0.222372917432384	1	0|observed < expected, pvalue set at 1	0.650353888869609	0.650353888869609
FUOM	24733	0.060575705040689	0.230110932258826	0.0884506293169803	168008726|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0464360049328676	0.230110932258826	0.0647794704789474	168008726|probability of observing >= 11 mutations is too small	NA	0.0884506293169803
FURIN	8568	0.684305401689958	2.03660212516736	0.0284372541735311	855252650|probability of observing >= 20 mutations is too small	0.488120511879488	missense	0.488120511879488	0.504769015395119	1.1698198557436	0.084645479261611	855252650|probability of observing >= 20 mutations is too small	0.172973465749644	0.0284372541735311
FUS	4010	0.483398868291414	2.73761106142717	0.00185568424475616	535877039|probability of observing >= 16 mutations is too small	NA	missense	NA	0.31304708368015	0	1	0|observed < expected, pvalue set at 1	NA	0.00185568424475616
FUT1	4012	0.141108826103456	0.785088019723378	0.0137032911618498	433535229|probability of observing >= 15 mutations is too small	NA	missense	NA	0.107740606276942	0.228696163170423	0.17483051912308	433535229|probability of observing >= 15 mutations is too small	NA	0.0137032911618498
FUT11	19233	0.291001821121368	0.286208950842047	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.239466893266695	0.286208950842047	0.372339418947685	703320356|probability of observing >= 18 mutations is too small	NA	1
FUT5	4016	0.137301831875652	0.131470005773832	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0930291329696338	0.131470005773832	0.275954153340114	459659266|probability of observing >= 15 mutations is too small	NA	1
FUT7	4018	0.175691581305725	0.997369589614856	0.00993778767195911	456920429|probability of observing >= 15 mutations is too small	0.467084532915467	missense	0.467084532915467	0.0998777949799686	0.3503553125059	0.0421828846753383	456920429|probability of observing >= 15 mutations is too small	0.0970762669681913	0.00993778767195911
FUT8	4019	0.498009394501949	0.525502091531307	0.383345980555081	486370980|probability of observing >= 16 mutations is too small	NA	missense	NA	0.302852373051776	0.525502091531307	0.235180169348194	486370980|probability of observing >= 16 mutations is too small	NA	0.383345980555081
FUT9	4020	0.109723813146781	0.138286415328856	0.285335170051602	242095356|probability of observing >= 12 mutations is too small	NA	missense	NA	0.0662482993524266	0.138286415328856	0.218122517281366	242095356|probability of observing >= 12 mutations is too small	NA	0.285335170051602
FUZ	26219	0.204654908955765	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.155143642813675	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
FXR1	4023	0.588131153519778	0.21437557811608	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.395170693694793	0.21437557811608	1	0|observed < expected, pvalue set at 1	NA	1
FXR2	4024	0.441635155395003	0.185450722988168	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.301446576768544	0.183450722988168	1	0|observed < expected, pvalue set at 1	NA	1
FXYD3	4027	0.0663942634419501	0.0980839967000696	0.329178832703539	183388949|probability of observing >= 11 mutations is too small	NA	missense	NA	0.0393732052583805	0.0980839967000696	0.283067568202295	183388949|probability of observing >= 11 mutations is too small	NA	0.329178832703539
FXYD5	4029	0.0782603179207483	0.326422116374437	0.0569892948925207	221246637|probability of observing >= 12 mutations is too small	0.729113270886729	missense	0.729113270886729	0.0502847000063272	0.326422116374437	0.0151412867597763	221246637|probability of observing >= 12 mutations is too small	0.0607874890547449	0.0569892948925207
FYB1	4036	0.230930747368377	1.02087760675935	0.0163849501939674	591465986|probability of observing >= 17 mutations is too small	0.88049711950288	missense	0.88049711950288	0.14371583615495	0.372863329650391	0.0926357264336319	591465986|probability of observing >= 17 mutations is too small	0.285997076904384	0.0163849501939674
FYB2	27295	0.174028261640723	0.848519714702502	0.0174519618653112	486003195|probability of observing >= 16 mutations is too small	NA	missense	NA	0.100124071380246	0.201505437593546	0.174981790573901	486003195|probability of observing >= 16 mutations is too small	NA	0.0174519618653112
FYCO1	14673	0.551822016673237	0.957786870651907	0.162517664706903	1007515904|probability of observing >= 23 mutations is too small	0.837532162467838	missense	0.837532162467838	0.348037741307153	0.956786870651907	0.0277210425397956	1007515904|probability of observing >= 23 mutations is too small	0.110580560677453	0.110580560677453
FYN	4037	0.592003573331833	1.12484389218237	0.195835865299493	533358712|probability of observing >= 16 mutations is too small	0.586475413524586	missense	0.586475413524586	0.49366724020137	1.12384389218237	0.148104491213681	533358712|probability of observing >= 16 mutations is too small	0.299097858665567	0.195835865299493
FYTTD1	25407	0.155849562119937	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.103446719437782	0	1	0|observed < expected, pvalue set at 1	NA	1
FZD1	4038	0.371199573943521	0.002	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.289896730301808	0	1	0|observed < expected, pvalue set at 1	NA	1
FZD10	4039	0.262854604474317	0.352562767330725	0.279083118490277	795133760|probability of observing >= 19 mutations is too small	0.641482358517641	missense	0.641482358517641	0.204655859668407	0.352562767330725	0.202620104491122	795133760|probability of observing >= 19 mutations is too small	0.395182234607572	0.279083118490277
FZD2	4040	0.33569099278158	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.277580548694654	0	1	0|observed < expected, pvalue set at 1	NA	1
FZD4	4042	0.335311812481928	1.78239062843651	0.0065580316131061	463408901|probability of observing >= 15 mutations is too small	NA	missense	NA	0.260911124702728	0	1	0|observed < expected, pvalue set at 1	NA	0.0065580316131061
FZD6	4044	0.264605787670922	0.246954361830831	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.169155136263309	0.246954361830831	0.317630670143638	525279645|probability of observing >= 16 mutations is too small	NA	1
FZD7	4045	0.590702426581538	0.003	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.497859041073813	0	1	0|observed < expected, pvalue set at 1	NA	1
FZD8	4046	0.330361243825549	0.301509608500803	1	0|observed < expected, pvalue set at 1	0.358044641955358	missense	0.358044641955358	0.271613751788954	0.301509608500803	0.388733185916485	1001479406|probability of observing >= 23 mutations is too small	0.413648742490268	0.413648742490268
FZR1	24824	0.794824282904132	1.66681503382797	0.116094996892389	628931672|probability of observing >= 17 mutations is too small	0.583476416523584	missense	0.583476416523584	0.6865552499935	1.66581503382797	0.0796427753502015	628931672|probability of observing >= 17 mutations is too small	0.189083050674221	0.116094996892389
G0S2	30229	0.0561707599234055	0.179491669989115	0.136088247523583	129596566|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0428391654490506	0.179491669989115	0.11024550035203	129596566|probability of observing >= 10 mutations is too small	NA	0.136088247523583
G2E3	20338	0.31501079070508	0.359120132300877	0.33273201784959	511385496|probability of observing >= 16 mutations is too small	0.459151540848459	missense	0.459151540848459	0.17613302123708	0.359120132300877	0.16163906996232	511385496|probability of observing >= 16 mutations is too small	0.267237309417996	0.267237309417996
G3BP1	30292	0.238813692283725	1.427762174078	0.00504594977343469	381588089|probability of observing >= 14 mutations is too small	0.278378721621278	missense	0.278378721621278	0.155489467470538	0.626008292354698	0.0568748605697195	381588089|probability of observing >= 14 mutations is too small	0.0814701851504106	0.00504594977343469
G3BP2	30291	0.574927598602514	1.7533040547752	0.0479689129592501	391624395|probability of observing >= 14 mutations is too small	0.556688443311557	missense	0.556688443311557	0.448336298433735	1.7533040547752	0.0255203258035003	391624395|probability of observing >= 14 mutations is too small	0.0746433177992954	0.0479689129592501
G6PC2	28906	0.1168616558235	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0706677259819299	0.0980839967000696	0.355320731505008	256459931|probability of observing >= 13 mutations is too small	NA	1
G6PC3	24861	0.152754140382084	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.104713456380658	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
G6PD	4057	0.18658560900191	0.22696950914756	0.291823330185777	402144793|probability of observing >= 15 mutations is too small	NA	missense	NA	0.133425850046826	0.22596950914756	0.219583182598482	402144793|probability of observing >= 15 mutations is too small	NA	0.291823330185777
GAA	4065	0.415868297369809	0.002	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.301511227128566	0	1	0|observed < expected, pvalue set at 1	NA	1
GAB1	4066	0.332768065486567	0.719873682744047	0.131867793843656	609157294|probability of observing >= 17 mutations is too small	0.572189427810572	missense	0.572189427810572	0.216951100106383	0.719873682744047	0.0331452298582925	609157294|probability of observing >= 17 mutations is too small	0.0941656495974825	0.0941656495974825
GAB2	14458	0.517549100708434	1.08715121874753	0.135649493306513	631012976|probability of observing >= 17 mutations is too small	0.0585269414730585	missense	0.0585269414730585	0.350293223317728	1.08715121874753	0.0449477910685257	631012976|probability of observing >= 17 mutations is too small	0.0182581303119153	0.0182581303119153
GAB4	18325	0.129229604753513	0.0990839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0878796790862345	0.0980839967000696	0.581760763303024	513476111|probability of observing >= 16 mutations is too small	NA	1
GABARAPL2	13291	0.0618417174055146	0.686611232178932	0.00488825219941123	113534409|probability of observing >= 10 mutations is too small	NA	missense	NA	0.0434054247728703	0.286234291317279	0.0469818909897969	113534409|probability of observing >= 10 mutations is too small	NA	0.00488825219941123
GABBR1	4070	1.0675685729022	2.20650543736523	0.0979353786101728	901133861|probability of observing >= 21 mutations is too small	0.178491821508178	missense	0.178491821508178	0.819653979134433	2.20650543736523	0.0417876542212011	901133861|probability of observing >= 21 mutations is too small	0.0439944702698486	0.0439944702698486
GABBR2	4507	0.602865936924288	3.41380591173879	0.000132189813403507	902917047|probability of observing >= 21 mutations is too small	1.4999985000015e-05	missense	1.4999985000015e-05	0.477164434692943	3.41280591173879	2.44663641953897e-05	902917047|probability of observing >= 21 mutations is too small	8.34021040724809e-09	8.34021040724809e-09
GABRA1	4075	0.357420883520739	0.001	1	0|observed < expected, pvalue set at 1	NA	NA	NA	0.308453560866676	0	1	0|observed < expected, pvalue set at 1	NA	1
GABRA2	4076	0.464834512073577	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.356908624316957	0	1	0|observed < expected, pvalue set at 1	NA	1
GABRA3	4077	0.194185668834491	1.14585292407195	0.0227356233035207	213512438|probability of observing >= 12 mutations is too small	0.0201549798450202	missense	0.0201549798450202	0.162177882392299	1.14585292407195	0.0163888684701972	213512438|probability of observing >= 12 mutations is too small	0.00297796147486936	0.00297796147486936
GABRA5	4079	0.226290048535895	1.33170718915823	0.00263567474376661	485583407|probability of observing >= 16 mutations is too small	0.00900699099300901	missense	0.00900699099300901	0.173797660952974	1.33070718915823	0.000189368898635086	485583407|probability of observing >= 16 mutations is too small	2.43592699654598e-05	2.43592699654598e-05
GABRB1	4081	0.359171923998036	0.665384692635703	0.251562530804509	458107207|probability of observing >= 15 mutations is too small	NA	missense	NA	0.287539902553326	0.665384692635703	0.217583477538128	458107207|probability of observing >= 15 mutations is too small	NA	0.251562530804509
GABRB2	4082	0.401736506063855	0.002	1	0|observed < expected, pvalue set at 1	NA	NA	NA	0.337552498503716	0	1	0|observed < expected, pvalue set at 1	NA	1
GABRD	4084	0.214705084788134	0.259940493846641	0.342374714578912	620693836|probability of observing >= 17 mutations is too small	0.225069774930225	missense	0.225069774930225	0.167956644318568	0.259940493846641	0.276806135829563	620693836|probability of observing >= 17 mutations is too small	0.235233885367307	0.235233885367307
GABRG1	4086	0.162959585603761	0.001	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.111662721491501	0	1	0|observed < expected, pvalue set at 1	NA	1
GABRG3	4088	0.376041567695268	0.291808470333142	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.260524521885743	0.291808470333142	0.384145617430168	455101835|probability of observing >= 15 mutations is too small	NA	1
GABRP	4089	0.180123427897052	0.262898516403824	0.313090330858062	376868109|probability of observing >= 14 mutations is too small	NA	missense	NA	0.130449741469917	0.261898516403824	0.252929367272206	376868109|probability of observing >= 14 mutations is too small	NA	0.313090330858062
GABRQ	14454	0.124198523816706	0.838792048205757	0.0103498623207591	330089772|probability of observing >= 14 mutations is too small	NA	missense	NA	0.0807803558979968	0.191777771096801	0.174463333525821	330089772|probability of observing >= 14 mutations is too small	NA	0.0103498623207591
GABRR1	4090	0.230767825548567	0.286234291317279	0.324239236841454	460202131|probability of observing >= 15 mutations is too small	NA	missense	NA	0.162946840787413	0.286234291317279	0.231593745306211	460202131|probability of observing >= 15 mutations is too small	NA	0.324239236841454
GABRR2	4091	0.203350333920536	0.002	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.157740642925766	0	1	0|observed < expected, pvalue set at 1	NA	1
GABRR3	17969	0.132293776243337	0.651952002835411	0.0234598443565884	336892619|probability of observing >= 14 mutations is too small	0.525039474960525	missense	0.525039474960525	0.0918279057740059	0.651952002835411	0.00239756879346121	336892619|probability of observing >= 14 mutations is too small	0.00966468027534451	0.00966468027534451
GADD45G	4097	0.294875249339732	0.795572340033179	0.182189557627694	227903215|probability of observing >= 12 mutations is too small	NA	missense	NA	0.265534981357912	0	1	0|observed < expected, pvalue set at 1	NA	0.182189557627694
GADD45GIP1	29996	0.129224732384172	0.122131610548235	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.0916478601437219	0.122131610548235	0.30658149663917	330719190|probability of observing >= 14 mutations is too small	NA	1
GADL1	27949	0.188433856878515	0.0996515031588604	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.130095911993273	0.0996515031588604	1	0|observed < expected, pvalue set at 1	NA	1
GAK	4113	0.638402139244817	1.82643364871915	0.0208651486474853	1069904374|probability of observing >= 25 mutations is too small	0.491812508187492	missense	0.491812508187492	0.501314557412842	0.59017931980963	0.330487133444849	1069904374|probability of observing >= 25 mutations is too small	0.457843567930728	0.0208651486474853
GAL3ST1	24240	0.223076965346162	0.524206083196005	0.109160231870769	632833670|probability of observing >= 17 mutations is too small	0.117629882370118	missense	0.117629882370118	0.18089358300871	0.524206083196005	0.0581402360838909	632833670|probability of observing >= 17 mutations is too small	0.0409323382070818	0.0409323382070818
GAL3ST3	24144	0.254320001721149	0.657863278253025	0.0664289091033778	758380502|probability of observing >= 19 mutations is too small	0.516901483098517	missense	0.516901483098517	0.213776433138718	0.655863278253025	0.0316506265295971	758380502|probability of observing >= 19 mutations is too small	0.0836483569639541	0.0664289091033778
GAL3ST4	24145	0.218911765187914	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.139938357151111	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
GALC	4115	0.303543423905602	0.321660201947809	0.365935764659747	678590869|probability of observing >= 18 mutations is too small	0.11042788957211	missense	0.11042788957211	0.203457796889542	0.320660201947809	0.236388347876109	678590869|probability of observing >= 18 mutations is too small	0.121269996899705	0.121269996899705
GALK1	4118	0.208860290037079	0.205376903984232	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.170684759904322	0.204376903984232	0.381459918458933	536069892|probability of observing >= 16 mutations is too small	NA	1
GALK2	4119	0.188674350026158	0.745098273809026	0.040859492091173	402123478|probability of observing >= 15 mutations is too small	NA	missense	NA	0.1244416535227	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	0.040859492091173
GALM	24063	0.126612029359963	0.647014277108956	0.0405221561400242	288608473|probability of observing >= 13 mutations is too small	NA	missense	NA	0.0898598516942702	0	1	0|observed < expected, pvalue set at 1	NA	0.0405221561400242
GALNS	4122	0.249267922905906	0.102274721479612	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.179149518109886	0.102274721479612	1	0|observed < expected, pvalue set at 1	NA	1
GALNT10	19873	0.366963497912883	0.298511671145494	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.262289999975426	0.111648560206582	1	0|observed < expected, pvalue set at 1	NA	1
GALNT11	19875	0.297299366797102	0.283345400234989	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.195448364715878	0.282345400234989	0.291554797844288	612659722|probability of observing >= 17 mutations is too small	NA	1
GALNT12	19877	0.316506306228977	0.278988647215543	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.247062153394007	0.278988647215543	0.390464094726714	688932902|probability of observing >= 18 mutations is too small	NA	1
GALNT13	23242	0.246363475468929	0.647014277108956	0.115932747107093	439720997|probability of observing >= 15 mutations is too small	NA	missense	NA	0.169387325827437	0	1	0|observed < expected, pvalue set at 1	NA	0.115932747107093
GALNT14	22946	0.29826522239946	0.292705544768398	1	0|observed < expected, pvalue set at 1	NA	missense	NA	0.205535877018623	0.0980839967000696	1	0|observed < expected, pvalue set at 1	NA	1
